model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.3333333333333333,0.3368816184605658,0.3705477855477855,0.3368816184605658,0.3214895684009332,0.5806451612903226,0.7688172043010753,186,validation
svm,0.4016506189821183,0.4009477510103395,0.4077097600234124,0.4009477510103395,0.37416822127448834,0.6657496561210454,0.8473177441540578,727,train
