model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.2956989247311828,0.2977161371898214,0.3145980196786648,0.2977161371898214,0.2885562194990075,0.5806451612903226,0.8118279569892473,186,validation
svm,0.4759284731774415,0.47557602477300165,0.49037532769634085,0.47557602477300165,0.47217270459183674,0.7042640990371389,0.8707015130674003,727,train
