Embedding,Model,Accuracy,Balanced Accuracy,Macro F1,Train/Eval Time
Whisper Base 0.5s,MLP,0.3753299313742742,0.37960278141185083,0.3758465000633552,16.6817307472229
Whisper Base 0.5s,Random Forest,0.29860988914305825,0.3119898085482502,0.2970925942942788,17.570778131484985
Whisper Base 0.5s,Linear SVM,0.29878585254267115,0.316737204903114,0.2912471746211848,70.85006999969482
Whisper Base 0.5s,KNN,0.2681682210100299,0.2687700803867252,0.27340621752544075,1.6283960342407227
