model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.2956989247311828,0.298585427532796,0.3109757068896853,0.298585427532796,0.2865195416898203,0.5967741935483871,0.7903225806451613,186,validation
svm,0.42090784044016505,0.4203349866162808,0.4318185698254182,0.4203349866162808,0.40621236431800245,0.6657496561210454,0.8514442916093535,727,train
