model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.3817204301075269,0.3801090564248459,0.3581746031746031,0.3801090564248459,0.3614154942614641,0.6451612903225806,0.8279569892473119,186,validation
svm,0.7840440165061898,0.7839344197764131,0.7863328886262326,0.7839344197764131,0.7841230329658498,0.9188445667125172,0.9752407152682255,727,train
