model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
knn,0.1989247311827957,0.1984747905800537,0.199021749021749,0.1984747905800537,0.1972629779628719,0.3494623655913978,0.5967741935483871,186,validation
knn,0.4580467675378267,0.4577957539495093,0.469178811805428,0.4577957539495093,0.45651474148981636,0.7303988995873453,0.9119669876203577,727,train
