Model,Input Data,Train Accuracy,Train Balanced Accuracy,Train F1,Train Top-2,Train Top-3,Val Accuracy,Val Balanced Accuracy,Val F1,Val Top-2,Val Top-3,Train+Eval Time (s),Epochs,Batch Size,n_samples train,n_samples_val,Train belt Accuracy,Train breathy Accuracy,Train inhaled Accuracy,Train lip_trill Accuracy,Train spoken Accuracy,Train straight Accuracy,Train trill Accuracy,Train trillo Accuracy,Train vibrato Accuracy,Train vocal_fry Accuracy,Val belt Accuracy,Val breathy Accuracy,Val inhaled Accuracy,Val lip_trill Accuracy,Val spoken Accuracy,Val straight Accuracy,Val trill Accuracy,Val trillo Accuracy,Val vibrato Accuracy,Val vocal_fry Accuracy,Backbone,Classifier Head,Total Params,Trainable Params,Non-Trainable Params,Encoder Frozen,CPU,RAM (GB),GPU,Platform,Max Epochs,frame_duration,overlap,Avg CPU %,Peak RSS (GB),Peak GPU Memory (GB)
whisper_full,whisper_audio,0.8816638370118846,0.8745249839290146,0.8771706995091059,0.9721561969439728,0.9913412563667232,0.744978981784213,0.7407407299440483,0.7321100723312239,0.8766931340495095,0.9280709948622139,1132.4218,11,16,5890.0,2141.0,0.7982142857142858,0.9310344827586207,0.8606965174129353,0.9959266802443992,0.9880952380952381,0.8989071038251366,0.7423822714681441,0.7721518987341772,0.9153976311336718,0.842443729903537,0.6445783132530121,0.9585798816568047,0.43037974683544306,0.9791666666666666,1.0,0.7953216374269005,0.4797297297297297,0.6741573033707865,0.642369020501139,0.803125,Whisper (openai/whisper-base),"Linear(512, 10)",72599050,71831050,768000,False,x86_64,62.6,"NVIDIA GeForce RTX 5080, 16303 MiB, 590.48.01, 12.0",Linux-6.17.0-22-generic-x86_64-with-glibc2.39,200,3.0,0.25,192.9,12.45,5.38
