model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.3548387096774194,0.354417575470207,0.3666771894326074,0.354417575470207,0.3529256483713749,0.5967741935483871,0.8118279569892473,186,validation
svm,0.9614855570839065,0.9615489686663518,0.9622516622606746,0.9615489686663518,0.9616862300477141,0.9903713892709766,0.9972489683631361,727,train
