model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.3387096774193548,0.3402323376007586,0.3521990855662255,0.3402323376007586,0.3412769180181062,0.6612903225806451,0.8602150537634409,186,validation
svm,0.749656121045392,0.7495265837400934,0.7512209853467875,0.7495265837400934,0.7486668481572682,0.9257221458046767,0.9738651994497937,727,train
