model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
knn,0.3010752688172043,0.301090564248459,0.3211538461538462,0.301090564248459,0.3025648599419091,0.489247311827957,0.7204301075268817,186,validation
knn,0.6629986244841816,0.6625123340156406,0.6834270626860416,0.6625123340156406,0.6616844632431286,0.8982118294360385,0.9738651994497937,727,train
