model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.3924731182795699,0.3928481112691639,0.4078457402812241,0.3928481112691639,0.3932015430608029,0.6774193548387096,0.8118279569892473,186,validation
svm,0.9712328767123287,0.9712328767123287,0.9714197994399336,0.9712328767123287,0.9712539296715015,0.9972602739726028,1.0,730,train
