model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.3172043010752688,0.3216769400979927,0.3375324402466771,0.3216769400979927,0.2896625043562523,0.5483870967741935,0.7473118279569892,186,validation
svm,0.40440165061898214,0.403639846743295,0.41109319560515845,0.403639846743295,0.3721662415640452,0.6519944979367263,0.8404401650618982,727,train
