model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.2956989247311828,0.2977161371898214,0.314974261084318,0.2977161371898214,0.288758253621551,0.5860215053763441,0.8118279569892473,186,validation
svm,0.47520661157024796,0.4748477929984779,0.48922231421546486,0.4748477929984779,0.47100424760019227,0.7024793388429752,0.8677685950413223,726,train
