model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.3440860215053763,0.3426031294452347,0.3553932178932179,0.3426031294452347,0.3394673930720442,0.6290322580645161,0.8225806451612904,186,validation
svm,0.9477303988995873,0.9476606046291923,0.9482832254931145,0.9476606046291923,0.9477329958461581,0.9972489683631361,1.0,727,train
