model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
mlp,0.2526881720430107,0.2535640904061956,0.2894523254523254,0.2535640904061956,0.2630552949498883,0.5376344086021505,0.7849462365591398,186,validation
mlp,0.9628610729023384,0.9628620164803443,0.9630086716696077,0.9628620164803443,0.9628022238904965,0.9876203576341128,0.9972489683631361,727,train
