model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.3172043010752688,0.3183341235972815,0.3414830050124168,0.3183341235972815,0.3171880235347727,0.5860215053763441,0.8172043010752689,186,validation
svm,0.5254470426409904,0.5252045609615283,0.534953392298483,0.5252045609615283,0.5271865557483326,0.7647867950481431,0.889958734525447,727,train
