Model,Input Data,Train Accuracy,Train Balanced Accuracy,Train F1,Train Top-2,Train Top-3,Val Accuracy,Val Balanced Accuracy,Val F1,Val Top-2,Val Top-3,Train+Eval Time (s),Epochs,Batch Size,n_samples train,n_samples_val,Train belt Accuracy,Train breathy Accuracy,Train inhaled Accuracy,Train lip_trill Accuracy,Train spoken Accuracy,Train straight Accuracy,Train trill Accuracy,Train trillo Accuracy,Train vibrato Accuracy,Train vocal_fry Accuracy,Val belt Accuracy,Val breathy Accuracy,Val inhaled Accuracy,Val lip_trill Accuracy,Val spoken Accuracy,Val straight Accuracy,Val trill Accuracy,Val trillo Accuracy,Val vibrato Accuracy,Val vocal_fry Accuracy,Backbone,Classifier Head,Total Params,Trainable Params,Non-Trainable Params,Encoder Frozen,CPU,RAM (GB),GPU,Platform,Max Epochs,frame_duration,overlap,Avg CPU %,Peak RSS (GB),Peak GPU Memory (GB)
clap_full,clap_audio,0.9382003395585738,0.9292958396272943,0.9337125902487319,0.9921901528013582,0.99830220713073,0.7412424100887436,0.7525138198941126,0.7451109028096828,0.8664175618869687,0.9304063521718823,497.16,13,16,5890.0,2141.0,0.9767857142857143,0.9622331691297209,0.8606965174129353,0.9938900203665988,0.9880952380952381,0.9241803278688525,0.8614958448753463,0.8322784810126582,0.9720812182741116,0.9212218649517685,0.7831325301204819,0.9644970414201184,0.43037974683544306,0.96875,1.0,0.7855750487329435,0.4864864864864865,0.7752808988764045,0.6560364464692483,0.675,CLAP (laion/clap-htsat-fused),"Linear(512, 10)",153512660,28210642,125302018,False,x86_64,62.6,"NVIDIA GeForce RTX 5080, 16303 MiB, 590.48.01, 12.0",Linux-6.17.0-22-generic-x86_64-with-glibc2.39,200,3.0,0.25,467.4,12.32,3.29
