Model,Train Accuracy,Train Balanced Accuracy,Val Accuracy,Val Balanced Accuracy,Val F1,Val Top-2,Val Top-3
vocalset_10_3_CLAP_embeddings_mixed,0.8847,0.8762,0.7065,0.7146,0.7061,0.8659,0.9324
