model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,top2_accuracy,top3_accuracy,n_samples,split
svm,0.3529411764705882,0.3497834528076463,0.3761446886446886,0.3497834528076463,0.3525668749758183,0.5947712418300654,0.7908496732026143,153,validation
svm,0.5032258064516129,0.5036734156731008,0.5119396902442008,0.5036734156731008,0.5070652563244177,0.7419354838709677,0.8935483870967742,620,train
